plate,well,control,gene_symbol,score_k_corr_perc_mean_HCT116,score_k_corr_perc_mean_RPE1,score_spots_number_mean_HCT116,score_spots_number_mean_RPE1,score_area_mean_HCT116,score_area_mean_RPE1,score_cell_n_HCT116,score_cell_n_RPE1,score_radial_dist_mean_mean_HCT116,score_radial_dist_mean_mean_RPE1,raw_repeat_1_area_mean_HCT116,raw_repeat_1_area_mean_RPE1,raw_repeat_1_cell_n_HCT116,raw_repeat_1_cell_n_RPE1,raw_repeat_1_k_corr_perc_mean_HCT116,raw_repeat_1_k_corr_perc_mean_RPE1,raw_repeat_1_radial_dist_mean_mean_HCT116,raw_repeat_1_radial_dist_mean_mean_RPE1,raw_repeat_1_spots_number_mean_HCT116,raw_repeat_1_spots_number_mean_RPE1,raw_repeat_2_area_mean_HCT116,raw_repeat_2_area_mean_RPE1,raw_repeat_2_cell_n_HCT116,raw_repeat_2_cell_n_RPE1,raw_repeat_2_k_corr_perc_mean_HCT116,raw_repeat_2_k_corr_perc_mean_RPE1,raw_repeat_2_radial_dist_mean_mean_HCT116,raw_repeat_2_radial_dist_mean_mean_RPE1,raw_repeat_2_spots_number_mean_HCT116,raw_repeat_2_spots_number_mean_RPE1,ratio_repeat_1_area_mean_HCT116,ratio_repeat_1_area_mean_RPE1,ratio_repeat_1_cell_n_HCT116,ratio_repeat_1_cell_n_RPE1,ratio_repeat_1_k_corr_perc_mean_HCT116,ratio_repeat_1_k_corr_perc_mean_RPE1,ratio_repeat_1_radial_dist_mean_mean_HCT116,ratio_repeat_1_radial_dist_mean_mean_RPE1,ratio_repeat_1_spots_number_mean_HCT116,ratio_repeat_1_spots_number_mean_RPE1,ratio_repeat_2_area_mean_HCT116,ratio_repeat_2_area_mean_RPE1,ratio_repeat_2_cell_n_HCT116,ratio_repeat_2_cell_n_RPE1,ratio_repeat_2_k_corr_perc_mean_HCT116,ratio_repeat_2_k_corr_perc_mean_RPE1,ratio_repeat_2_radial_dist_mean_mean_HCT116,ratio_repeat_2_radial_dist_mean_mean_RPE1,ratio_repeat_2_spots_number_mean_HCT116,ratio_repeat_2_spots_number_mean_RPE1,norm_repeat1_area_mean_HCT116,norm_repeat1_area_mean_RPE1,norm_repeat1_cell_n_HCT116,norm_repeat1_cell_n_RPE1,norm_repeat1_k_corr_perc_mean_HCT116,norm_repeat1_k_corr_perc_mean_RPE1,norm_repeat1_radial_dist_mean_mean_HCT116,norm_repeat1_radial_dist_mean_mean_RPE1,norm_repeat1_spots_number_mean_HCT116,norm_repeat1_spots_number_mean_RPE1,norm_repeat2_area_mean_HCT116,norm_repeat2_area_mean_RPE1,norm_repeat2_cell_n_HCT116,norm_repeat2_cell_n_RPE1,norm_repeat2_k_corr_perc_mean_HCT116,norm_repeat2_k_corr_perc_mean_RPE1,norm_repeat2_radial_dist_mean_mean_HCT116,norm_repeat2_radial_dist_mean_mean_RPE1,norm_repeat2_spots_number_mean_HCT116,norm_repeat2_spots_number_mean_RPE1,sd_cell_n_HCT116,sd_cell_n_RPE1,sd_k_area_mean_HCT116,sd_k_area_mean_RPE1,sd_k_corr_perc_mean_HCT116,sd_k_corr_perc_mean_RPE1,sd_radial_dist_mean_mean_HCT116,sd_radial_dist_mean_mean_RPE1,sd_spots_number_mean_HCT116,sd_spots_number_mean_RPE1
2,B03,sample,PCNA,2.82,4.28,-4.28,-4.47,10.76,5.07,-2.18,-3,1.72,-0.23,164.308535942148,220.544481777909,398,200,62.8115577889447,58.9,0.508575716322098,0.510840283301098,27.3492462311558,28.635,152.051158280026,185.384821420666,566,677,64.3701413427562,45.2991137370753,0.522942969318928,0.528501612604785,26.7226148409894,30.2821270310192,1.34,1.26,0.494,0.517,1.09,1.14,0.975,1,0.765,0.886,1.25,1.12,0.711,0.78,1.09,1.23,1.04,0.989,0.819,0.953,13.09,5.036,-3.158,-2.929,1.53,2.846,-0.215,0.958,-2.339,-4.824,8.435,5.113,-1.192,-3.073,4.116,5.715,3.649,-1.423,-6.229,-4.112,1.3901719318127523,0.10182337649086293,3.2915820664233784,0.05444722215136476,1.8285781361484117,2.0286893552242047,2.7322606025048195,1.6836212460051696,2.75064537881567,0.5034600282048216
3,N12,sample,DDX5,2.8,1.52,-0.57,-0.57,2.05,-0.24,0.43,-0.97,-1.86,0.78,131.229860320775,178.267759527511,782,254,59.6962915601023,55.1062992125984,0.513637030177374,0.522702475622038,36.0485933503836,31.1811023622047,130.965114826006,174.775165388906,974,692,63.4789527720739,39.4552023121387,0.496236433036801,0.53683848033445,32.5184804928131,31.2138728323699,1.05,1,1,0.659,1.05,1.05,0.979,1.02,0.999,0.955,1.07,1.03,1.11,0.892,1.06,1.06,0.984,1.01,0.984,0.995,2.294,-1.026,0.905,-1.315,2.609,1.137,-1.907,1.043,-1.147,-1.159,1.811,0.552,-0.044,-0.628,2.992,1.912,-1.815,0.51,0,0.021,0.6710443353460336,0.4857823586751581,0.3415325753131025,1.115814500712372,0.2708218971944477,0.5480077554195742,0.06505382386916243,0.3768879143724298,0.81105147802097,0.8343860018001261
3,L10,sample,KMT5A,2.72,-0.4,-2.99,-5.02,12.89,2.62,-2.52,-0.12,-0.15,0.32,166.465064787234,198.925038465828,433,229,58.1258660508083,50.7096069868996,0.536002321254978,0.52423210025122,35.0184757505774,26.8122270742358,163.507083257998,178.327675313287,567,739,62.8800705467372,34.0622462787551,0.499490938599573,0.532571311888534,29.2416225749559,29.362652232747,1.33,1.12,0.555,0.594,1.02,0.968,1.02,1.03,0.97,0.821,1.34,1.05,0.644,0.952,1.05,0.912,0.991,0.999,0.885,0.936,12.203,4.202,-2.71,-0.39,1.86,-0.365,1.155,1.263,-1.93,-6.165,13.584,1.039,-2.327,0.146,3.585,-0.44,-1.459,-0.629,-4.059,-3.881,0.2708218971944477,0.37900923471598946,0.9765144648186224,2.23657874889305,1.2197591975467943,0.05303300858899107,1.8483771260216353,1.337846030004948,1.5054303371461597,1.6150318882300747
2,O06,sample,UHRF1,2.66,0.27,0.28,-4.03,1.61,0.11,0.4,-0.06,-0.77,-3.06,121.891781654084,172.744794464663,790,409,59.020253164557,52.8911980440098,0.525259404943027,0.464173301105373,37.6632911392405,29.0562347188264,127.364007045017,165.572565428872,889,900,62.689538807649,39.8961111111111,0.496558956013263,0.528236795079025,33.177727784027,31.17,0.994,0.986,0.981,1.06,1.03,1.02,1.01,0.91,1.05,0.899,1.05,1,1.12,1.04,1.06,1.09,0.983,0.989,1.02,0.981,0.414,0.172,0.241,-0.128,1.601,-0.55,-0.096,-6.114,0.009,-5.234,2.81,0.04,0.554,0.007,3.719,1.085,-1.453,-0.016,0.551,-2.825,0.2213244225113894,0.09545941546018392,1.694227847722968,0.09333809511662426,1.4976521625531076,1.1561195872400052,0.9595439020701452,4.311937151675567,0.3832518754031088,1.703420235878393
2,N09,sample,HDAC10,2.63,0.77,-1.21,-1.33,-0.37,-0.66,0.41,0.38,-1.38,-1.18,123.025245614662,169.540273250682,1004,424,59.9347609561753,53.6084905660377,0.511277123364154,0.502984799196666,35.7370517928287,32.2948113207547,117.210737837172,163.823479395704,1023,858,61.4144672531769,38.0134032634033,0.500976743913917,0.529373824995401,32.2737047898338,30.8041958041958,1,0.968,1.25,1.1,1.04,1.04,0.98,0.986,1,0.999,0.967,0.989,1.28,0.988,1.04,1.04,0.992,0.991,0.989,0.97,0.03,-0.865,0.754,0.702,3.216,1.066,-2.439,-1.368,-1.685,0.059,-0.765,-0.446,0.068,0.049,2.037,0.472,-0.313,-0.996,-0.725,-2.717,0.4850752518939716,0.4617407281148155,0.5621498910433053,0.2962777413171634,0.8336788950189397,0.4200214280248093,1.5033090168026,0.26304372260139575,0.6788225099390857,1.962928424573856
3,D14,sample,WRN,2.56,-0.29,-1.99,1.55,15.96,-0.81,-3.13,1.07,0.9,-0.68,174.748243742005,174.500751180131,402,400,59.7985074626866,52.96125,0.523582549848666,0.499720340427295,33.6442786069652,32.0275,173.113218056148,165.431488464526,444,886,62.6925675675676,34.8797968397291,0.51706944244018,0.537222822918075,29.6058558558559,31.8566591422122,1.4,0.981,0.515,1.04,1.05,1.01,0.998,0.98,0.932,0.981,1.42,0.976,0.504,1.14,1.05,0.934,1.03,1.01,0.896,1.02,15.089,0,-2.455,0.893,2.545,0.821,0.022,-1.669,-1.032,1.258,16.838,-1.619,-3.801,1.246,2.57,-1.406,1.769,0.31,-2.956,1.832,0.9517657274770932,0.24960869375885125,1.236729760295272,1.1448058787410205,0.01767766952966362,1.5747268017024414,1.2353155467328985,1.3993643199681776,1.3604734470029174,0.40587929240107834
1,J02,sample,POLE,2.54,0.32,-0.37,-8.12,7.99,3.47,-0.49,-1.77,-1.3,2.52,156.11513901204,215.735779291696,663,202,62.3702865761689,52.6584158415842,0.50474932920441,0.548451017639347,32.8883861236802,23.4207920792079,139.657658933863,185.503526011615,288,651,64.5694444444444,40.3049155145929,0.499119884234145,0.540270183098905,30.2118055555556,26.8678955453149,1.27,1.19,0.795,0.584,1.06,0.99,0.986,1.08,1,0.728,1.22,1.1,0.828,0.789,1.09,1.09,0.994,1.01,0.971,0.851,11.408,4.146,-0.88,-1.581,2.808,0.019,-2.004,3.976,-0.001,-7.593,4.567,2.79,-0.101,-1.957,2.28,0.627,-0.589,1.057,-0.735,-8.643,0.5508361825443205,0.2658721497261419,4.837317490097171,0.9588367952889584,0.3733523804664971,0.42992092296142087,1.0005560953789647,2.0640446942835324,0.5190163773909259,0.7424621202458754
3,I07,sample,CDC45,2.36,-0.23,-0.84,-5.19,12.7,3.54,-1.16,-1.23,-0.38,0.76,183.448723845191,209.021603957139,475,185,59.9936842105263,49.6081081081081,0.532386500060263,0.535322793649117,37.4610526315789,26.9405405405405,141.730490849202,194.642492938188,877,580,61.4960091220068,40.1870689655172,0.499713702184113,0.53169279453722,31.6294184720639,28.8,1.47,1.17,0.609,0.48,1.05,0.947,1.01,1.05,1.04,0.825,1.16,1.15,0.995,0.747,1.03,1.08,0.991,0.998,0.957,0.918,18.519,3.356,-2.156,-1.122,2.969,-1.385,0.274,1.431,-0.375,-5.894,6.878,3.73,-0.165,-1.338,1.742,0.932,-1.032,0.088,-1.31,-4.483,1.4078496013424162,0.15273506473629425,8.231430039792599,0.26445793616376884,0.8676200205158937,1.6383664120092307,0.9234814562296312,0.9496444071335334,0.661144840409422,0.9977276682542188
2,O13,sample,NUP85,2.15,0.78,-4.38,-5.05,-5.7,-0.12,-0.14,0,1.09,0.32,105.462286595584,168.237935348601,780,418,58.5307692307692,57.1650717703349,0.528498916306044,0.501699716632439,33.0589743589744,29.0789473684211,98.5088201957366,160.646286657311,824,937,61.9332524271845,39.6953041622198,0.517951229590903,0.5326916717828,29.4793689320388,29.8046958377801,0.86,0.961,0.968,1.08,1.02,1.1,1.01,0.984,0.925,0.9,0.812,0.97,1.03,1.08,1.04,1.08,1.03,0.997,0.904,0.938,-5.051,0.086,-0.676,-0.007,1.551,0.412,0.718,-0.178,-3.452,-4.864,-6.341,-0.329,0.39,-0.002,2.749,1.147,1.456,0.809,-5.31,-5.241,0.7537758287448597,0.00353553390593273,0.91216774773064635,0.2934493141924172,0.8471139238614841,0.5197234841721124,0.5218448045156721,0.6979143930311225,1.3138043994446051,0.2665792565073283
3,F12,sample,DDB1,1.79,2.71,-1.23,-2.86,8.35,2.25,-1.6,-0.01,0.72,-1.31,151.402878381236,212.592570607195,505,340,60.7475247524753,57.8441176470588,0.522350142064722,0.503063597364636,32.7287128712871,29.2029411764706,150.729661999743,173.894327339848,741,822,62.0728744939271,40.3497566909976,0.507605076406041,0.53031020189462,31.8650472334683,29.514598540146,1.21,1.19,0.647,0.882,1.07,1.1,0.996,0.986,0.907,0.894,1.23,1.03,0.841,1.06,1.04,1.08,1.01,0.995,0.964,0.94,7.589,3.925,-1.445,-0.202,2.179,2.783,1.001,-1.182,-2.266,-3.724,9.108,0.573,-1.757,0.18,1.409,2.641,0.436,-1.445,-0.2,-2,0.2206173157302027,0.27011479041326114,1.0740952006223656,2.370221930537307,0.5444722215136414,0.10040916292848968,0.3995153313703993,0.1859690834520621,1.4608826099314072,1.2190520907656082
1,G05,sample,RAD51,1.71,0.73,-3.45,-5.41,6.33,7.43,-0.6,-1.63,1.33,2.28,149.217681701502,244.300396094803,486,143,61.9845679012346,52.2062937062937,0.524721126055948,0.552099494727814,29.0761316872428,24.7762237762238,148.572120883478,211.057953594287,344,472,63.5116279069767,43.6016949152542,0.508008227517737,0.541196063677304,26.7674418604651,28.7266949152542,1.22,1.35,0.583,0.413,1.05,0.982,1.03,1.08,0.884,0.77,1.3,1.25,0.989,0.572,1.08,1.18,1.01,1.01,0.86,0.91,7.381,7.218,-2.25,-0.588,2.038,-1.055,2.402,3.921,-4.429,-6.192,5.273,7.633,1.059,-2.673,1.388,2.508,0.25,0.63,-2.473,-4.628,2.3398163389462856,1.4743176387739516,1.4905810947412426,0.2934493141924172,0.4596194077712558,2.519421461367669,1.5216937931134504,2.3270884168849277,1.3831008640008873,1.1059150057757603
3,K14,sample,RPA2,1.68,2.06,-2.75,-5.64,16.38,1.15,-3.38,-0.63,0.46,1.07,174.389105595153,180.881386834915,311,166,57.8971061093248,56.0240963855422,0.528249390616085,0.539206241249646,35.8488745980707,25.2168674698795,176.582393492194,185.368930229151,471,682,62.8375796178344,39.2368035190616,0.505741163374772,0.53217202170624,28.4585987261147,28.9780058651026,1.4,1.02,0.398,0.431,1.02,1.07,1.01,1.06,0.993,0.772,1.44,1.09,0.535,0.879,1.05,1.05,1,0.999,0.861,0.923,14.937,0.443,-3.057,-0.883,1.487,2.323,0.741,3.168,-0.926,-7.626,17.819,1.847,-3.697,-0.385,1.882,1.802,0.173,-1.031,-4.566,-3.663,0.45254833995939053,0.3521391770309007,2.0378817433796295,0.9927779207859126,0.27930717856868614,0.3684026329981912,0.401636651713959,2.969141374202313,2.573868683519033,2.802264173842288
1,F20,sample,HUWE1,1.56,1.21,-2.56,-2.25,0.19,-0.23,1.98,-0.3,-0.82,-1.73,122.642843504608,175.068908083346,1064,333,62.6813909774436,57.042042042042,0.494052250567909,0.499876399738138,29.3515037593985,29.4654654654655,122.02993878695,168.499002090627,695,780,62.0093525179856,39.6371794871795,0.495300691966429,0.524007394724079,29.5812949640288,29.7102564102564,1,0.969,1.28,0.962,1.06,1.07,0.966,0.981,0.892,0.916,1.07,0.997,2,0.945,1.05,1.07,0.986,0.977,0.951,0.941,0.111,-0.564,2.442,-0.475,2.559,2.196,-1.637,-0.877,-3.323,-2.043,0.262,0.094,1.521,-0.131,0.552,0.232,0.003,-2.577,-1.804,-2.467,0.6512453454728104,0.24324473272817232,0.10677312395916869,0.46527626202074823,1.419163309841401,1.3887577182503794,1.1596551211459378,1.2020815280171306,1.0740952006223656,0.2998132752230961
